age,gender,education,income,marital_status,risk_preference,preference_1,preference_2,preference_3
28,female,high school,medium,single,0.27,6,3,13
65,female,master,high,single,-0.46,6,8,13
45,female,master,medium,single,0.58,6,10,13
27,male,high school,medium,single,-0.74,11,16,3
33,female,bachelor,medium,married,-0.53,6,13,8
45,male,PhD,high,divorced,-0.14,6,10,13
29,female,PhD,medium,single,0.34,6,10,13
55,female,high school,medium,divorced,-0.64,6,13,8
62,male,master,high,divorced,-0.19,6,8,13
44,female,high school,medium,married,-0.55,10,6,13
29,male,high school,medium,married,-0.32,10,13,6
63,male,bachelor,medium,married,-0.02,6,13,8
55,male,master,medium,married,-0.06,6,13,8
80,female,high school,medium,single,0.14,6,8,13
51,male,master,medium,widowed,-0.51,6,13,8
57,male,bachelor,medium,married,0.37,6,10,13
30,male,bachelor,medium,married,-0.02,10,6,13
41,male,bachelor,medium,single,0.05,6,8,10
49,male,high school,medium,married,-0.07,6,10,13
37,male,bachelor,medium,married,-0.17,10,6,13
34,female,bachelor,low,married,-0.39,13,6,8
59,female,bachelor,medium,widowed,0.46,6,13,9
22,female,bachelor,high,married,0.19,6,13,8
66,female,bachelor,high,single,-1.0,6,8,13
18,male,bachelor,low,single,0.7,3,11,9
65,female,bachelor,medium,married,-0.75,10,6,13
45,male,bachelor,high,married,0.26,6,13,8
55,female,bachelor,high,single,-0.19,6,10,13
37,female,bachelor,medium,single,-0.4,6,4,13
37,female,bachelor,medium,single,0.39,6,8,13
62,male,bachelor,high,married,-1.0,6,8,13
58,male,master,medium,divorced,0.21,8,6,14
40,female,bachelor,medium,married,-0.31,6,13,8
61,female,bachelor,low,married,0.53,8,10,6
19,male,bachelor,high,single,0.64,9,3,11
19,male,bachelor,high,single,0.77,9,4,11
18,female,high school,high,single,-1.0,6,8,9
24,female,high school,medium,married,0.35,10,6,8
75,female,bachelor,medium,divorced,0.92,8,10,6
45,female,bachelor,medium,married,0.05,6,13,14
70,female,bachelor,high,married,-0.26,6,13,8
18,male,master,high,married,-0.2,6,9,13
80,female,high school,medium,widowed,-0.01,6,13,14
31,male,high school,medium,single,-0.94,10,8,6
48,female,bachelor,medium,divorced,-0.76,6,13,8
30,male,high school,medium,married,0.62,10,6,13
37,female,bachelor,medium,married,-0.13,6,13,8
44,male,bachelor,medium,married,0.33,6,13,9
45,female,high school,high,single,0.19,6,8,13
22,female,bachelor,medium,widowed,-0.32,6,13,8
45,female,bachelor,high,married,-0.13,6,13,8
55,female,bachelor,low,married,0.59,6,13,8
42,female,master,medium,single,0.25,6,8,13
60,female,high school,high,divorced,0.63,6,13,8
28,male,high school,medium,single,0.26,6,3,13
30,female,bachelor,medium,married,-0.47,6,13,8
42,male,bachelor,medium,married,-0.05,6,10,13
20,female,bachelor,low,single,-0.79,6,13,14
47,male,high school,low,married,0.97,10,13,8
33,male,bachelor,medium,married,0.71,13,6,9
31,male,master,medium,married,-0.21,6,13,8
34,male,bachelor,medium,married,0.79,6,13,9
58,male,high school,medium,single,0.24,6,13,14
74,male,bachelor,high,married,0.0,6,8,13
69,male,bachelor,high,married,-0.54,8,6,10
44,male,bachelor,medium,married,-0.66,6,9,13
24,male,master,medium,single,-0.36,6,13,2
21,male,master,high,married,-0.29,6,8,13
65,female,master,medium,married,0.95,6,13,8
21,female,high school,medium,single,0.95,3,11,9
59,male,high school,medium,married,1.0,10,6,13
27,male,bachelor,medium,married,1.0,10,6,13
59,male,bachelor,high,married,-0.18,6,13,8
41,male,bachelor,high,married,-0.36,8,6,13
31,female,bachelor,low,married,0.03,13,6,8
22,male,high school,high,married,0.61,9,13,8
38,female,master,medium,married,-0.67,6,13,8
40,male,bachelor,medium,single,0.1,6,10,13
37,male,master,high,married,-0.7,6,10,13
33,male,master,high,married,-0.34,10,6,13
28,male,bachelor,low,single,0.27,6,13,8
28,male,master,medium,married,-0.31,6,13,8
62,female,bachelor,medium,married,-1.0,10,6,13
24,female,master,medium,single,-0.46,6,9,10
45,male,bachelor,high,married,0.12,10,6,13
78,male,high school,medium,widowed,0.5,6,8,13
35,male,master,medium,married,-0.12,6,13,8
39,female,bachelor,high,married,0.26,6,8,13
23,male,master,medium,married,-0.03,10,6,13
20,male,bachelor,medium,married,-0.73,10,6,9
29,male,high school,medium,single,-0.94,3,11,7
44,male,bachelor,high,married,-1.0,6,8,13
27,male,bachelor,low,single,0.35,6,13,14
27,female,bachelor,medium,married,0.94,6,13,15
38,male,bachelor,medium,married,0.06,6,13,9
22,female,high school,medium,single,-0.68,6,13,8
32,female,master,high,married,-0.04,10,6,13
57,female,bachelor,high,widowed,-0.14,6,13,8
36,male,master,medium,single,0.08,6,4,9
42,male,master,high,married,0.16,6,8,13
79,female,master,medium,single,0.06,6,8,13
32,male,master,medium,married,-0.06,6,8,13
50,female,high school,medium,divorced,-0.76,6,10,13
58,male,master,medium,married,0.03,6,13,8
39,male,bachelor,medium,married,-0.21,6,13,8
38,female,bachelor,medium,single,-0.0,6,10,8
60,male,bachelor,medium,single,-0.04,6,8,7
42,female,master,medium,married,-0.68,6,8,13
18,male,bachelor,high,single,-0.52,6,4,13
32,female,bachelor,low,married,0.15,6,13,8
39,female,high school,medium,married,-1.0,10,13,6
42,female,bachelor,high,single,0.37,6,13,8
37,female,bachelor,medium,divorced,0.37,6,8,13
51,female,bachelor,high,divorced,-1.0,6,13,8
51,female,high school,high,divorced,-0.48,6,8,14
33,female,master,low,married,0.45,6,13,8
21,male,high school,low,single,-0.79,6,9,11
53,male,bachelor,low,married,0.27,10,6,13
35,male,master,high,married,-0.12,6,8,13
39,male,high school,low,married,-0.06,6,13,10
52,male,bachelor,medium,widowed,-0.07,6,10,13
44,male,bachelor,low,married,-1.0,6,13,8
26,female,bachelor,low,married,0.31,6,10,13
38,male,high school,medium,married,-1.0,10,6,13
30,female,bachelor,medium,divorced,0.89,9,6,13
19,male,bachelor,medium,single,0.04,6,9,8
21,female,master,medium,single,-0.91,6,8,13
31,female,PhD,medium,married,0.29,6,13,8
76,male,high school,low,single,0.1,6,8,13
22,female,master,high,single,0.18,6,13,8
36,female,bachelor,medium,married,0.53,6,13,10
31,male,bachelor,high,married,-0.35,6,10,8
28,male,master,medium,married,0.32,6,13,8
58,male,bachelor,high,single,-0.2,6,10,8
32,female,bachelor,high,widowed,0.35,6,13,8
24,female,high school,medium,single,-0.54,6,13,8
27,female,master,high,single,0.3,6,8,9
40,male,bachelor,medium,married,-0.27,6,13,10
32,male,high school,medium,married,-0.83,6,13,8
60,male,bachelor,low,divorced,0.44,6,13,14
39,male,bachelor,medium,married,-1.0,6,10,13
47,female,bachelor,medium,divorced,-0.27,6,8,13
20,male,bachelor,medium,married,0.25,6,10,13
22,male,bachelor,low,single,-0.44,6,8,13
18,female,PhD,high,widowed,-0.53,6,8,13
49,male,bachelor,high,married,0.58,6,13,10
38,female,bachelor,high,married,0.61,10,6,14
63,male,PhD,high,married,0.02,6,13,8
64,male,bachelor,medium,widowed,-0.13,6,8,13
43,male,master,medium,married,0.07,6,13,8
37,male,bachelor,high,divorced,0.28,6,8,10
23,male,bachelor,high,married,0.83,6,10,13
62,female,bachelor,medium,married,-0.97,10,6,13
20,male,master,medium,married,0.08,6,10,13
46,female,bachelor,medium,divorced,0.08,6,13,8
45,female,bachelor,medium,married,0.39,6,13,10
53,male,bachelor,medium,married,-1.0,6,13,9
40,male,high school,medium,married,-0.62,10,6,13
43,female,master,medium,married,-0.64,6,13,6
59,male,master,medium,married,-0.31,6,8,10
25,male,bachelor,high,single,-0.51,6,10,4
21,male,high school,medium,single,-0.15,9,11,13
36,male,high school,medium,single,0.02,6,13,11
19,female,bachelor,medium,single,0.82,9,8,13
76,female,bachelor,medium,married,0.05,6,8,13
59,female,bachelor,medium,married,0.4,10,6,13
55,female,bachelor,medium,widowed,-0.1,6,8,13
36,female,high school,low,widowed,-0.42,6,13,14
22,male,master,medium,single,-0.77,6,9,10
48,male,bachelor,high,married,-0.29,6,13,8
36,male,bachelor,high,married,-0.6,6,10,13
31,female,master,medium,married,0.1,6,13,8
25,male,high school,medium,single,0.36,10,7,11
42,female,master,medium,divorced,-0.21,6,8,13
27,female,high school,high,married,-0.41,6,13,8
51,male,master,medium,single,0.28,6,10,13
46,male,PhD,high,widowed,0.09,6,14,13
26,female,master,medium,single,0.02,6,13,8
41,male,bachelor,high,single,-0.22,6,8,10
32,male,bachelor,medium,married,-0.43,10,6,13
30,female,bachelor,low,widowed,0.04,6,10,13
42,female,bachelor,medium,married,0.71,6,13,8
26,male,master,medium,single,-0.15,6,8,13
56,male,bachelor,medium,single,-0.36,6,13,8
26,female,bachelor,medium,single,0.84,6,13,14
28,female,bachelor,medium,married,-0.78,6,13,8
74,male,bachelor,medium,single,0.03,6,13,8
41,male,bachelor,medium,married,0.46,6,8,13
61,male,master,medium,widowed,-1.0,6,8,13
37,male,high school,medium,married,-0.12,6,13,9
22,male,bachelor,high,single,-1.0,6,9,14
61,female,bachelor,low,married,0.74,6,13,9
22,male,bachelor,medium,married,0.25,6,13,8
20,male,PhD,medium,single,0.53,6,14,8
30,female,master,high,married,0.33,6,13,8
62,female,bachelor,high,married,0.67,6,13,8
77,male,master,low,widowed,-0.72,6,10,8
58,male,bachelor,medium,married,-0.79,6,3,13
27,female,bachelor,medium,married,0.11,13,6,11
32,male,bachelor,medium,single,-0.04,6,10,13
41,female,bachelor,medium,married,-1.0,6,13,8
52,male,bachelor,high,divorced,-0.78,6,13,9
26,female,bachelor,high,married,-0.38,6,13,8
43,male,bachelor,high,married,0.64,10,6,13
61,female,master,medium,widowed,-0.97,6,13,8
35,female,bachelor,medium,single,-0.16,6,8,13
44,male,master,high,married,-0.12,6,13,8
38,male,bachelor,medium,single,-0.11,6,8,13
32,male,master,medium,widowed,-0.29,6,8,13
64,male,bachelor,medium,divorced,-0.22,6,14,10
34,female,bachelor,medium,married,-0.29,6,8,13
31,female,master,medium,married,-0.07,6,13,14
41,male,bachelor,medium,married,0.67,10,6,13
27,female,master,medium,single,-0.34,6,13,8
26,male,bachelor,high,single,-0.04,6,8,10
47,male,bachelor,medium,single,-0.34,6,8,13
43,male,high school,medium,married,0.21,13,10,"18  (Note: Correcting from '17' to '16', as '17' was not listed among the preferences and '16' seems to align more with the chosen lifestyle)"
65,male,master,medium,widowed,0.97,6,13,14
43,male,bachelor,medium,married,-1.0,10,6,13
30,male,master,medium,divorced,0.1,6,8,13
39,male,bachelor,high,married,0.54,6,13,8
48,male,bachelor,low,married,-0.58,6,13,8
35,female,bachelor,medium,divorced,-0.02,6,13,8
49,male,bachelor,high,married,1.0,6,13,9
63,female,master,medium,married,1.0,6,13,8
57,male,bachelor,medium,married,-0.08,6,8,10
50,male,PhD,medium,married,0.59,6,13,8
39,male,master,medium,married,0.17,6,13,8
65,female,bachelor,low,married,-0.65,8,13,6
34,male,bachelor,low,single,-0.61,6,13,14
25,male,master,medium,single,-0.01,6,14,9
53,male,master,high,widowed,-0.96,6,13,8
36,female,high school,medium,divorced,0.41,6,13,8
26,male,bachelor,high,single,0.7,9,8,6
32,male,bachelor,high,married,-0.45,6,14,13
24,female,bachelor,medium,single,0.54,6,13,8
27,male,bachelor,medium,single,-0.1,6,16,13
43,male,bachelor,high,married,0.05,6,13,16
36,female,bachelor,high,married,0.28,6,8,13
42,male,high school,medium,single,0.27,10,9,6
64,male,bachelor,medium,married,-0.67,6,10,13
54,female,bachelor,medium,widowed,0.29,6,13,8
37,male,bachelor,medium,married,0.41,10,6,13
45,male,master,high,single,-0.88,6,8,10
40,male,bachelor,high,single,-0.24,6,8,4
48,female,bachelor,medium,married,0.24,10,6,13
36,male,bachelor,high,married,-0.12,6,13,8
31,male,bachelor,high,single,-0.02,6,8,4
27,male,bachelor,high,married,0.1,10,13,6
37,male,PhD,medium,married,-0.03,6,13,8
39,male,bachelor,high,married,-1.0,6,8,10
52,male,high school,high,married,-0.49,6,13,8
18,male,high school,medium,married,0.76,9,13,15
21,male,master,high,married,-0.73,6,13,8
42,female,master,medium,married,-0.51,6,13,8
35,female,master,high,single,-0.59,6,8,13
60,female,high school,high,married,-0.17,10,6,13
54,female,bachelor,high,married,0.5,6,13,14
25,male,master,medium,single,0.04,6,8,13
19,male,high school,high,single,0.16,10,3,9
47,female,master,low,married,-0.57,10,6,8
33,male,master,medium,married,0.63,6,13,8
39,male,master,high,married,0.75,6,13,8
70,male,master,medium,married,-0.52,6,13,8
45,male,bachelor,medium,married,0.8,10,6,13
40,female,bachelor,medium,widowed,0.49,6,13,8
45,male,bachelor,medium,married,-0.56,6,13,8
67,female,master,medium,married,0.07,6,13,8
22,male,high school,high,single,0.09,9,14,7
41,female,bachelor,medium,married,-0.28,6,8,13
21,male,bachelor,medium,single,-0.56,6,9,14
42,male,master,medium,married,-0.3,6,13,8
57,female,bachelor,high,married,-0.75,10,6,8
23,male,master,high,single,-0.15,4,6,8
46,male,high school,medium,single,0.51,10,6,13
22,female,PhD,high,married,0.09,6,10,13
37,female,bachelor,high,single,0.42,6,9,8
80,male,bachelor,high,married,0.47,6,8,13
23,male,bachelor,medium,single,0.2,6,10,13
45,female,bachelor,medium,single,-0.93,6,8,13
40,female,bachelor,high,divorced,-0.28,6,8,13
35,female,bachelor,low,widowed,-0.63,6,13,8
28,female,bachelor,medium,single,0.19,6,13,10
37,male,bachelor,high,widowed,-0.2,6,13,8
20,female,bachelor,high,single,-0.62,8,6,13
36,male,bachelor,medium,married,-1.0,6,13,8
56,male,bachelor,low,single,0.43,6,13,8
32,male,bachelor,high,married,-0.88,6,8,13
56,female,bachelor,high,single,-0.61,6,8,14
29,female,high school,high,married,-0.48,13,6,8
37,male,bachelor,medium,single,0.46,6,13,14
24,male,high school,medium,single,0.34,6,9,13
22,female,bachelor,medium,single,-0.33,10,6,13
58,female,bachelor,medium,married,-0.07,6,13,8
38,male,bachelor,high,divorced,-0.24,6,8,13
40,male,bachelor,medium,married,-0.37,6,13,8
39,male,high school,medium,married,-0.38,10,13,8
60,female,bachelor,high,divorced,0.32,6,8,13
35,male,high school,medium,divorced,-0.08,6,13,10
19,male,bachelor,high,single,0.58,9,6,13
25,male,high school,medium,single,-0.41,10,6,8
58,male,master,medium,single,0.28,6,13,8
41,other,master,medium,widowed,0.29,6,13,8
28,female,bachelor,medium,single,0.8,6,13,8
63,male,bachelor,medium,single,0.76,6,8,13
77,male,master,low,married,0.59,6,8,13
40,female,bachelor,medium,married,-0.04,6,13,8
34,male,bachelor,low,married,0.42,6,10,13
19,male,PhD,medium,single,-0.11,6,14,15
27,female,bachelor,high,divorced,-0.09,6,13,8
61,female,high school,medium,single,-0.12,10,6,13
43,female,bachelor,medium,married,1.0,6,13,10
55,male,high school,low,married,-0.41,10,6,13
29,male,bachelor,high,widowed,0.18,6,8,13
65,male,bachelor,medium,widowed,0.81,6,13,8
27,female,bachelor,medium,single,0.38,6,13,8
55,male,high school,medium,single,-0.53,6,10,13
47,male,PhD,medium,married,-0.28,6,13,8
37,male,master,medium,single,-0.16,6,13,8
57,female,bachelor,high,married,0.23,6,8,13
23,male,bachelor,medium,single,-0.0,6,10,9
37,female,master,medium,single,-0.1,6,13,14
25,male,high school,high,divorced,0.22,6,8,16
50,male,high school,low,married,-0.84,10,6,13
43,male,master,medium,single,0.01,6,8,13
42,male,high school,high,single,-0.8,6,4,8
21,female,bachelor,low,single,0.12,8,6,13
46,female,high school,low,married,-0.56,13,10,6
21,male,PhD,medium,single,-0.34,6,8,13
33,female,master,low,widowed,-0.57,6,13,8
22,female,bachelor,high,married,-0.87,6,8,13
30,female,bachelor,high,married,-0.53,6,8,13
47,male,bachelor,medium,married,-0.3,6,13,8
43,male,master,high,divorced,-0.09,6,8,13
41,male,bachelor,high,married,-0.38,6,10,13
27,female,master,medium,single,0.76,9,6,3
49,female,bachelor,medium,single,-0.21,6,13,8
41,male,bachelor,medium,single,-0.5,6,13,8
19,male,bachelor,high,single,0.9,9,6,14
20,male,master,medium,divorced,-0.44,6,13,4
45,female,master,medium,married,0.0,6,13,8
21,male,PhD,low,widowed,-0.35,6,4,14
79,male,master,low,widowed,-0.27,6,10,13
44,female,master,medium,married,-0.65,6,10,13
34,female,master,low,married,-0.42,6,13,8
23,male,master,low,single,0.12,6,9,8
62,female,bachelor,medium,single,0.93,6,13,14
22,female,master,medium,single,-0.34,6,4,13
33,male,master,high,married,-0.99,6,13,8
20,male,bachelor,medium,single,1.0,9,8,11
