age,gender,education,income,marital_status,risk_preference,preference_1,preference_2,preference_3
32,male,master,medium,married,-0.3,6,9,4
35,male,master,medium,married,0.2,9,6,13
32,male,master,medium,married,0.2,6,9,13
35,male,master,medium,married,-0.3,6,8,9
35,male,bachelor,medium,married,0.1,13,9,6
34,male,master,medium,married,0.2,9,6,8
32,male,bachelor,medium,married,0.1,13,6,9
32,female,master,medium,married,-0.3,6,8,13
32,male,master,medium,married,0.1,6,8,9
36,male,master,medium,married,0.2,6,9,13
32,female,master,medium,married,0.2,6,9,13
32,male,master,medium,married,0.1,6,9,13
32,male,master,medium,married,-0.3,6,8,9
37,female,master,medium,married,0.2,11,6,9
32,male,bachelor,medium,married,0.2,9,6,14
35,male,bachelor,medium,married,0.2,6,9,8
35,female,master,medium,married,0.1,6,9,13
32,female,master,medium,married,0.1,10,6,9
34,male,master,medium,married,0.1,6,9,13
38,male,master,medium,married,0.2,9,13,8
35,female,master,medium,married,0.2,6,8,9
34,male,master,medium,married,-0.2,6,8,10
35,male,bachelor,medium,married,0.2,9,6,11
35,male,master,medium,married,0.3,9,13,8
35,male,master,medium,married,0.2,10,13,8
37,male,bachelor,medium,married,0.2,10,9,6
32,male,master,medium,married,0.1,6,14,9
35,female,master,medium,married,-0.2,6,8,13
35,female,master,medium,married,-0.2,6,10,14
35,male,master,medium,married,-0.2,8,6,10
34,male,master,medium,married,0.3,9,6,8
35,male,master,medium,married,-0.2,6,9,13
35,male,master,medium,married,0.1,6,9,3
32,male,master,medium,married,0.2,9,13,6
35,male,master,medium,married,0.1,14,6,10
42,male,master,medium,married,-0.2,6,8,13
35,female,master,medium,married,0.3,9,6,14
32,male,master,medium,married,-0.3,6,10,8
32,female,master,medium,married,0.2,6,9,8
32,male,master,medium,married,-0.2,6,1,9
34,female,master,medium,married,0.1,6,9,13
35,Male,Master,Medium,Married,0.2,6,11,13
32,female,master,high,married,0.2,6,9,13
35,female,master,medium,divorced,0.2,9,10,8
32,male,bachelor,medium,married,0.2,9,6,13
32,female,master,medium,married,0.1,3,6,13
34,male,master,medium,married,-0.3,6,10,13
32,male,master,medium,married,0.3,9,13,8
39,male,master,medium,married,-0.2,10,6,13
35,male,master,medium,married,-0.2,6,10,8
37,female,master,medium,married,0.1,9,6,8
32,female,master,medium,single,-0.2,6,9,8
35,male,master,medium,married,0.1,6,9,13
32,female,master,medium,married,0.2,10,13,8
38,male,bachelor,medium,married,0.1,9,10,6
35,female,master,medium,married,0.1,6,9,8
35,male,master,medium,married,0.2,10,6,14
38,female,master,medium,married,0.2,10,14,6
34,male,bachelor,medium,married,0.2,9,8,6
35,male,master,medium,married,0.2,10,6,15
36,female,master,medium,married,0.2,9,6,13
35,male,bachelor,medium,married,0.1,6,13,8
35,female,master,medium,married,0.1,6,13,9
32,male,bachelor,medium,married,0.2,10,6,8
38,male,bachelor,medium,married,0.2,6,8,9
35,male,bachelor,medium,married,0.2,9,6,8
36,male,master,medium,married,0.2,9,6,8
36,female,master,medium,married,0.1,9,6,8
35,male,bachelor,medium,married,0.2,11,13,6
32,female,bachelor,medium,married,0.1,9,6,8
32,male,master,medium,married,0.1,9,13,8
35,male,master,medium,married,0.2,9,6,8
32,male,master,medium,married,-0.2,6,9,8
32,male,master,medium,married,0.2,10,8,6
35,other,master,medium,single,-0.2,6,10,15
34,male,master,medium,married,0.2,9,13,6
37,male,master,medium,married,0.1,6,9,8
36,male,master,medium,married,0.2,6,13,8
32,male,master,medium,married,0.1,6,8,9
37,male,master,medium,married,-0.3,6,13,9
35,male,master,medium,married,0.1,9,6,14
35,male,master,medium,married,0.2,9,6,14
32,male,master,medium,married,0.2,3,9,6
37,male,master,medium,married,0.3,9,6,13
34,male,master,medium,married,-0.3,6,8,9
35,female,master,medium,married,0.1,10,6,13
35,male,master,medium,married,0.1,6,13,9
35,male,master,medium,married,0.2,6,14,9
35,male,master,medium,married,0.2,6,9,13
32,male,bachelor,medium,married,0.2,6,10,8
35,female,master,medium,married,0.1,6,9,13
32,male,master,medium,married,0.3,9,6,13
34,male,bachelor,medium,married,0.2,9,6,14
35,female,master,medium,married,0.2,6,13,8
35,male,master,medium,married,0.2,9,6,13
35,female,master,medium,married,0.1,6,3,13
35,male,master,medium,married,0.2,6,8,13
34,female,master,medium,married,0.2,6,8,9
37,male,master,medium,married,0.2,6,13,8
34,male,bachelor,medium,married,0.2,8,13,6
35,male,master,medium,married,0.2,9,10,6
35,male,master,medium,married,0.2,9,6,8
34,male,master,medium,married,0.2,10,9,6
32,female,master,medium,married,0.2,10,6,13
35,other,master,medium,married,0.1,6,9,13
35,male,bachelor,medium,married,0.3,9,6,13
32,male,bachelor,medium,married,0.4,9,13,8
37,male,master,medium,married,0.1,10,6,8
32,male,master,medium,married,0.2,9,6,13
35,male,master,medium,married,-0.2,10,6,8
35,male,bachelor,medium,married,-0.4,6,10,15
32,male,master,medium,married,0.2,6,8,9
35,male,master,medium,married,-0.2,10,6,14
32,female,master,medium,married,0.4,9,6,13
38,female,master,medium,divorced,0.1,6,9,15
35,male,bachelor,medium,married,0.1,9,6,13
36,male,master,medium,married,0.1,10,6,9
35,male,master,medium,married,0.2,6,13,9
35,female,master,medium,married,0.1,6,13,9
34,Male,Master,Medium,Married,0.1,6,13,9
35,male,bachelor,medium,married,0.2,9,6,14
32,female,master,medium,married,0.1,6,9,13
32,female,master,medium,married,0.2,6,8,9
35,male,bachelor,medium,married,0.2,6,9,15
35,female,master,medium,married,0.2,6,9,13
34,male,bachelor,medium,married,-0.2,8,6,13
32,female,master,medium,married,0.1,6,9,13
32,male,bachelor,medium,married,0.1,9,13,6
35,female,master,medium,married,0.2,6,10,14
35,male,master,medium,married,0.1,9,6,13
35,male,master,medium,married,0.1,9,6,11
32,male,master,medium,married,0.1,6,9,8
32,male,bachelor,medium,married,0.2,10,9,6
38,male,master,medium,married,0.1,6,9,13
32,female,master,medium,married,0.1,10,8,6
35,male,master,medium,married,0.1,9,6,3
32,male,bachelor,medium,married,0.1,10,9,6
32,male,master,medium,married,0.1,6,10,13
32,female,bachelor,medium,single,-0.4,8,6,9
35,female,master,medium,married,0.2,6,10,8
35,male,bachelor,medium,married,0.2,9,13,8
35,male,master,medium,married,0.2,6,8,4
35,male,master,medium,married,-0.3,6,8,9
32,male,master,medium,married,0.2,6,10,9
36,female,master,medium,married,0.2,6,8,9
35,male,master,medium,married,0.1,6,8,9
35,female,master,medium,single,-0.3,6,8,9
35,male,master,medium,married,0.2,6,13,15
35,male,master,medium,married,0.1,6,8,9
34,female,master,medium,married,-0.3,6,8,13
32,male,master,medium,married,0.5,9,4,13
35,male,master,medium,married,0.1,4,10,9
35,male,master,medium,married,0.4,6,13,9
36,male,bachelor,medium,married,0.2,9,6,13
32,male,master,medium,married,0.1,9,6,13
35,male,master,medium,married,0.2,10,6,13
38,male,master,medium,married,-0.3,6,8,13
34,male,master,medium,married,0.2,6,9,13
35,male,master,medium,married,0.2,6,9,8
32,female,master,medium,married,0.2,6,9,8
35,male,master,medium,married,0.1,6,8,9
35,male,master,medium,married,0.2,10,6,13
37,male,master,medium,married,0.2,6,13,9
34,female,master,medium,married,0.1,9,6,8
35,male,bachelor,medium,married,0.3,9,15,13
35,male,master,medium,married,0.2,9,3,13
35,male,master,medium,married,0.3,9,6,8
34,male,master,medium,married,0.2,9,10,6
35,male,master,medium,married,-0.2,6,10,8
35,male,master,medium,married,0.1,6,10,9
37,female,master,medium,married,-0.3,6,8,13
32,female,master,medium,married,-0.3,6,8,13
35,Female,Master,Medium,Married,0.1,9,6,13
35,female,master,medium,married,0.1,6,9,8
35,male,bachelor,medium,married,0.2,9,14,6
32,male,master,medium,married,0.2,6,9,8
32,male,master,medium,married,0.1,10,6,9
37,female,master,medium,married,0.1,6,8,13
35,male,master,medium,married,0.2,9,6,8
32,male,master,medium,married,0.4,9,3,15
35,male,master,medium,married,0.1,6,8,10
35,female,master,medium,married,0.2,6,9,13
34,male,master,medium,married,0.2,6,10,13
32,male,master,medium,married,0.2,6,10,13
32,male,bachelor,medium,married,0.4,9,10,6
35,male,master,medium,married,0.2,6,13,8
37,male,master,medium,married,0.3,9,6,13
35,female,master,medium,married,0.2,10,6,9
37,male,master,medium,married,0.1,6,8,9
35,male,master,medium,married,0.1,6,9,13
32,male,master,medium,married,0.2,6,13,10
35,male,master,medium,married,0.2,9,13,6
32,male,master,medium,married,0.1,6,8,9
35,male,master,medium,married,0.2,6,10,9
32,male,bachelor,medium,married,0.2,9,10,6
32,male,master,medium,married,0.1,6,14,13
36,male,master,medium,married,0.2,6,10,9
32,male,bachelor,medium,married,0.3,9,13,6
35,male,master,medium,married,0.2,10,6,9
32,female,master,medium,married,0.4,10,9,13
32,male,master,medium,married,0.1,6,9,8
35,male,bachelor,medium,married,0.2,9,6,10
32,male,master,medium,married,0.2,6,8,9
32,male,bachelor,medium,single,0.5,9,4,12
32,female,master,medium,married,0.2,9,6,8
32,male,master,medium,married,0.3,9,13,8
34,male,bachelor,medium,married,0.2,10,13,14
32,male,master,medium,married,-0.2,6,13,9
35,male,master,medium,married,-0.2,6,10,8
32,female,master,medium,married,0.2,6,13,9
32,male,master,medium,married,0.1,6,9,13
32,male,bachelor,medium,married,0.3,9,10,6
32,female,master,medium,married,-0.2,6,13,8
36,female,master,medium,married,-0.3,6,13,8
35,male,master,medium,married,0.2,9,6,13
35,female,master,medium,married,0.2,9,6,13
39,male,master,medium,married,0.1,10,6,3
32,male,master,medium,married,0.2,6,9,13
34,male,master,medium,married,0.2,9,6,3
34,male,bachelor,medium,married,-0.2,10,6,14
34,male,master,medium,married,0.2,10,6,8
32,male,master,medium,married,0.1,6,9,13
32,male,master,medium,married,0.1,10,6,9
32,female,bachelor,medium,married,-0.2,6,8,13
34,male,master,medium,married,0.1,6,8,9
34,male,master,medium,married,0.2,6,8,13
35,female,master,medium,married,0.1,3,11,9
34,female,master,medium,married,0.2,9,13,6
35,male,master,medium,married,0.1,6,8,13
37,male,master,medium,married,0.3,9,8,6
34,female,master,medium,married,0.2,8,6,13
32,male,bachelor,medium,married,0.2,6,8,9
37,male,master,medium,married,0.2,9,8,6
32,male,master,medium,married,-0.2,6,10,13
35,male,bachelor,medium,married,0.2,9,3,13
35,male,master,medium,married,0.1,6,9,8
35,male,master,medium,married,-0.3,6,8,9
37,male,bachelor,medium,married,0.1,6,13,8
35,male,bachelor,medium,married,0.4,9,8,6
32,female,master,medium,married,0.1,10,6,15
35,female,master,medium,married,-0.2,6,10,14
32,male,master,medium,married,0.3,9,4,10
34,female,master,medium,married,0.1,6,8,9
35,male,bachelor,medium,married,0.2,8,6,9
34,male,master,medium,married,0.2,6,13,14
35,male,master,medium,married,0.1,6,9,8
35,male,bachelor,medium,married,0.1,9,13,8
32,male,bachelor,medium,married,-0.2,6,10,13
38,male,bachelor,medium,married,0.1,9,13,8
32,female,master,medium,single,0.1,6,9,15
34,male,master,medium,married,0.2,6,9,13
32,female,master,medium,married,0.2,10,6,13
35,male,master,medium,married,0.2,10,6,9
32,male,bachelor,medium,married,0.1,9,6,13
32,male,master,medium,married,0.2,9,6,13
34,female,master,medium,married,0.1,6,9,13
32,female,master,medium,married,0.1,6,13,9
36,female,master,medium,married,0.2,6,13,8
32,male,bachelor,medium,married,0.2,10,6,9
35,male,master,medium,married,0.2,9,10,6
32,female,master,medium,married,0.1,9,6,3
35,male,master,medium,married,0.1,6,13,8
32,male,master,medium,married,0.1,6,9,13
32,male,master,medium,married,-0.2,10,6,9
34,male,master,medium,married,0.1,9,13,8
35,male,master,medium,married,0.2,9,6,8
34,male,master,medium,married,0.2,6,9,15
38,female,master,medium,married,0.2,6,9,13
34,male,master,medium,married,-0.2,6,10,8
35,male,bachelor,medium,married,0.1,9,6,13
34,male,master,medium,married,-0.2,6,13,14
32,male,master,medium,married,0.1,6,9,8
32,male,master,medium,married,0.1,9,11,3
34,male,master,medium,married,-0.2,6,8,9
33,male,master,medium,married,0.2,9,6,8
35,male,master,medium,married,0.1,6,10,9
34,male,bachelor,medium,married,-0.3,10,6,13
35,male,master,medium,married,0.2,9,6,13
32,female,master,medium,married,-0.3,6,10,13
33,male,master,medium,married,0.2,6,9,13
35,male,master,medium,married,-0.2,10,6,13
34,male,bachelor,medium,married,0.2,6,9,8
32,male,bachelor,medium,married,0.1,6,8,10
34,male,master,medium,married,-0.2,6,8,9
36,female,master,medium,married,0.2,10,6,14
35,male,master,medium,married,0.2,6,8,9
35,male,master,medium,married,0.1,6,9,13
32,male,master,medium,married,-0.2,9,6,8
35,male,master,medium,married,0.1,6,14,9
32,male,master,medium,married,0.1,6,9,13
32,male,bachelor,medium,married,0.1,9,3,11
35,male,master,medium,married,0.1,6,9,13
35,male,master,medium,married,-0.3,6,9,13
32,male,master,medium,married,0.1,10,6,13
32,female,master,medium,married,0.1,10,6,13
35,male,master,medium,married,-0.2,10,6,14
35,male,master,medium,married,-0.2,6,8,9
36,female,master,medium,married,-0.3,6,10,13
32,female,master,medium,married,0.2,6,13,9
32,female,master,medium,married,0.1,9,6,13
32,male,bachelor,medium,married,0.2,10,6,9
35,male,master,medium,married,0.2,9,6,8
32,other,master,medium,single,0.2,9,6,13
35,male,bachelor,medium,married,-0.2,6,10,13
32,male,bachelor,medium,single,0.3,9,8,4
32,male,master,medium,married,0.1,6,8,9
32,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,-0.3,10,6,8
32,male,master,medium,married,0.1,9,6,8
32,male,master,medium,married,-0.3,8,6,13
32,male,master,medium,married,0.1,6,8,9
34,male,master,medium,married,0.1,10,6,13
35,female,master,medium,married,-0.2,6,9,8
32,female,master,medium,married,0.1,6,13,9
35,male,master,medium,married,0.2,6,10,13
32,female,master,medium,single,0.5,9,4,11
32,male,bachelor,medium,married,0.1,9,6,8
35,male,master,medium,married,0.1,9,8,3
34,male,master,medium,married,0.1,6,9,13
35,Female,Master,Medium,Married,-0.2,10,6,13
32,female,master,medium,married,0.1,13,6,8
35,male,master,medium,married,0.2,9,13,8
35,male,master,medium,married,0.2,6,10,9
32,female,master,medium,married,0.1,6,13,9
35,male,master,medium,married,0.2,6,9,8
35,male,master,medium,married,0.1,9,6,8
35,female,master,medium,married,-0.2,6,13,15
32,female,master,medium,married,-0.3,10,13,6
35,male,bachelor,medium,married,0.2,6,9,13
38,male,master,medium,married,0.2,6,9,13
34,male,bachelor,medium,married,0.2,9,10,6
32,male,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.2,9,6,13
35,male,master,medium,married,0.2,6,8,9
38,male,master,medium,married,0.4,9,6,14
35,female,master,medium,single,0.2,9,6,13
32,female,master,medium,married,0.2,10,6,13
32,female,master,medium,married,-0.2,8,6,9
36,male,master,medium,married,-0.2,10,8,6
34,male,bachelor,medium,married,0.3,9,6,13
33,male,master,medium,married,0.2,9,6,8
33,female,master,medium,married,0.2,9,6,13
35,male,master,medium,married,0.1,9,11,8
32,female,master,medium,married,0.1,6,13,8
32,female,master,medium,married,0.1,6,13,9
36,male,master,medium,married,0.2,6,13,9
35,male,bachelor,medium,married,0.1,9,6,8
35,male,master,medium,married,-0.3,10,6,13
32,male,bachelor,medium,married,0.1,6,8,9
35,female,master,medium,married,0.2,10,6,13
32,male,master,medium,married,0.1,6,8,13
35,male,master,medium,married,0.1,9,8,6
34,male,bachelor,medium,married,0.1,6,13,8
38,male,bachelor,medium,married,0.1,6,8,13
32,male,master,medium,married,0.2,9,6,13
35,male,bachelor,medium,married,0.1,10,8,9
38,female,master,medium,married,0.2,9,6,8
35,female,master,medium,married,0.2,9,6,13
38,male,master,medium,married,0.2,10,8,13
32,male,master,medium,married,0.1,9,6,14
35,male,master,medium,married,0.1,6,10,8
35,male,master,medium,married,0.2,6,10,13
35,male,master,medium,married,0.2,6,10,13
32,male,master,medium,married,0.2,9,6,13
35,male,bachelor,medium,married,0.2,6,13,8
35,male,master,medium,married,0.3,6,9,8
35,male,bachelor,medium,married,0.2,9,8,6
35,male,master,medium,married,0.1,9,6,8
35,male,master,medium,married,0.2,6,9,13
35,male,master,medium,married,-0.2,6,13,14
32,male,master,medium,married,-0.3,6,10,13
37,male,master,medium,married,0.2,9,6,8
35,male,master,medium,married,-0.2,6,8,15
38,male,master,medium,married,0.1,6,9,8
34,male,master,medium,married,-0.2,6,9,8
32,male,master,medium,married,-0.3,6,12,10
35,Male,Master,Medium,Married,0.1,6,10,8
35,male,master,medium,married,0.1,6,9,13
32,female,bachelor,medium,married,0.2,9,13,8
32,male,master,medium,married,0.2,10,15,8
32,male,master,medium,married,0.1,6,10,13
32,male,master,medium,married,-0.3,8,6,10
32,female,master,medium,single,0.5,11,9,12
35,male,master,medium,married,-0.4,6,8,9
32,male,master,medium,married,-0.3,6,14,8
36,female,master,medium,married,-0.3,6,10,8
38,female,master,medium,married,-0.3,10,6,13
34,male,master,medium,married,-0.2,6,10,8
34,male,master,medium,married,0.4,9,13,8
34,male,master,medium,married,0.1,10,6,9
32,female,master,medium,married,0.1,10,6,13
35,male,master,medium,married,0.2,10,9,8
34,female,master,medium,married,0.1,6,8,13
35,male,master,medium,married,0.3,9,10,6
35,female,master,medium,married,0.2,10,8,6
35,male,master,medium,married,0.1,9,6,13
35,male,master,medium,married,0.1,6,9,8
32,male,master,medium,married,0.2,10,6,9
35,male,master,medium,married,0.1,9,8,6
32,female,master,medium,married,0.2,9,6,8
35,male,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.2,9,6,13
35,male,master,medium,married,0.3,9,10,11
32,male,bachelor,medium,married,-0.2,6,8,9
32,male,master,medium,married,-0.3,6,8,9
35,male,master,medium,married,0.1,6,9,13
37,male,bachelor,medium,married,0.1,10,6,9
35,male,master,medium,married,0.2,6,9,13
32,male,bachelor,medium,married,0.1,6,9,13
35,male,master,medium,married,-0.2,10,6,9
35,male,bachelor,medium,married,0.2,9,8,6
35,female,master,medium,married,0.2,10,6,9
35,male,bachelor,medium,married,0.2,13,6,9
32,female,bachelor,medium,married,0.1,9,10,6
32,male,master,medium,married,0.1,6,9,8
35,male,master,medium,married,0.3,9,6,8
32,male,bachelor,medium,married,0.2,6,9,13
35,male,master,medium,married,0.2,9,6,8
35,male,master,medium,married,0.1,6,9,8
32,female,master,medium,married,0.2,9,6,13
32,female,master,medium,married,0.3,13,6,8
35,male,bachelor,medium,married,-0.2,6,10,13
32,female,master,medium,married,0.2,10,6,13
37,male,master,medium,married,0.1,10,6,13
33,male,bachelor,medium,married,0.2,6,9,13
35,male,master,medium,married,0.2,6,13,15
32,female,master,medium,married,0.2,6,14,9
35,female,master,medium,married,0.2,6,9,3
32,male,master,medium,married,0.2,9,6,13
35,male,master,medium,married,0.1,9,6,13
32,male,master,medium,married,0.2,8,9,6
37,male,master,medium,married,0.2,10,6,13
32,male,master,medium,married,0.2,9,6,8
33,male,bachelor,medium,married,0.2,13,6,8
34,female,master,medium,married,0.2,6,8,9
32,male,master,medium,married,0.2,10,6,9
37,female,master,medium,divorced,-0.2,6,8,13
32,male,master,medium,married,0.1,9,13,6
37,male,bachelor,medium,married,0.2,10,13,6
34,female,bachelor,medium,married,-0.2,10,6,14
35,male,master,medium,married,0.1,1,6,13
35,male,master,medium,married,0.2,9,6,8
35,male,bachelor,medium,married,0.2,3,9,13
32,male,master,medium,married,0.3,9,6,13
34,male,bachelor,medium,married,0.1,9,3,13
37,female,master,medium,married,0.1,6,13,11
35,female,master,medium,married,0.2,8,10,6
32,male,master,medium,married,0.1,8,10,6
35,male,master,medium,married,-0.2,6,13,8
32,male,bachelor,medium,married,0.2,6,13,8
35,male,bachelor,medium,married,0.2,10,6,9
32,male,master,medium,married,0.2,9,6,15
35,male,master,medium,married,0.1,9,11,6
32,female,master,medium,married,0.2,6,9,13
