age,gender,education,income,marital_status,risk_preference,preference_1,preference_2,preference_3
34,female,master,medium,married,0.1,9,6,13
35,female,bachelor,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,9,6,13
32,other,master,medium,married,0.1,13,6,9
35,male,master,medium,married,0.1,9,8,6
32,female,master,medium,married,0.1,10,13,14
35,female,master,medium,married,-0.2,6,13,8
35,female,master,medium,married,0.1,9,6,4
35,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.1,10,13,6
34,female,master,medium,divorced,-0.2,6,13,9
32,female,master,medium,married,0.4,10,6,9
34,female,master,medium,divorced,0.1,9,6,13
32,female,master,medium,married,0.1,6,9,3
34,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,10,6,3
36,female,master,medium,married,0.3,9,6,11
37,Female,Master,Medium,Divorced,0.3,4,3,11
35,female,master,medium,married,0.1,8,6,13
34,female,master,medium,married,0.3,9,15,8
35,male,master,medium,married,0.1,5,10,9
32,male,master,medium,married,0.3,4,9,6
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,3,13
35,female,master,medium,married,0.1,6,9,13
35,male,master,medium,married,0.1,9,8,6
35,female,master,medium,married,-0.2,8,6,13
35,female,master,medium,divorced,0.3,9,6,8
35,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,0.1,9,6,12
32,female,master,medium,married,0.1,9,6,8
34,other,master,medium,single,0.3,9,4,11
35,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,0.1,6,8,13
32,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.3,9,8,13
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.3,9,5,13
35,female,master,medium,married,0.3,8,13,9
35,female,master,medium,married,0.1,13,14,6
35,male,master,medium,married,0.3,9,11,4
37,male,master,medium,married,0.3,9,6,8
32,female,master,medium,married,0.1,6,13,9
35,female,master,medium,married,0.0,6,8,13
32,female,master,medium,married,0.1,10,6,9
35,male,master,medium,married,0.3,9,5,12
34,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,-0.2,6,9,13
36,female,master,medium,married,0.1,7,6,10
35,female,master,medium,married,-0.2,6,13,9
35,male,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.2,6,9,13
35,female,master,medium,married,-0.2,10,6,13
36,male,master,medium,married,-0.2,13,6,11
32,female,master,medium,married,0.1,6,13,8
35,female,master,medium,married,0.3,11,9,4
32,female,master,medium,married,0.4,9,13,6
34,female,master,medium,married,0.1,9,6,8
34,male,master,medium,married,0.1,6,10,13
35,female,master,medium,married,0.1,6,9,15
37,female,master,medium,married,0.3,13,6,15
34,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.2,6,8,9
37,female,master,medium,married,0.1,9,6,3
35,female,master,medium,married,0.1,9,6,8
32,female,master,medium,married,0.1,9,6,13
37,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,0.3,9,12,6
34,female,master,medium,married,0.1,9,6,8
35,other,master,medium,married,0.3,9,4,11
35,female,master,medium,married,0.3,9,6,13
35,male,bachelor,medium,married,0.1,6,9,13
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,8,6
38,female,master,medium,married,0.1,9,13,6
37,female,master,medium,married,0.3,9,8,6
34,female,master,medium,married,-0.2,6,9,13
35,other,master,medium,single,0.1,9,13,8
35,male,master,high,married,0.1,9,10,6
35,female,master,medium,married,0.3,9,3,13
34,female,master,medium,married,0.5,9,4,11
35,male,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,9,6,3
35,female,master,medium,married,0.1,9,6,13
31,female,master,medium,single,0.3,9,4,11
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,single,0.3,9,4,13
34,female,master,medium,married,0.1,9,13,8
35,female,master,medium,married,0.3,9,8,6
35,female,master,medium,married,0.1,10,13,14
35,female,master,medium,married,0.3,13,9,6
35,male,master,medium,married,0.1,9,6,8
33,female,master,medium,married,0.1,10,9,6
37,female,master,medium,married,0.3,5,9,13
32,female,bachelor,medium,married,0.1,9,6,13
34,female,master,medium,married,0.2,9,6,3
32,female,master,medium,married,0.1,9,8,6
32,female,master,medium,single,0.1,9,15,6
35,female,master,medium,married,-0.1,6,9,13
32,Other,Master,Medium,Married,0.1,9,6,13
34,female,master,medium,married,-0.3,10,6,9
32,female,master,medium,married,0.1,6,13,8
35,male,bachelor,medium,married,0.3,9,2,8
35,female,bachelor,medium,married,0.1,9,8,6
35,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,9,13,6
34,female,master,medium,married,0.1,6,13,9
42,male,PhD,high,married,0.1,9,8,13
32,female,master,medium,married,0.3,9,6,13
35,female,master,medium,married,0.4,9,7,11
35,female,master,medium,married,0.3,9,13,4
35,female,master,medium,married,0.3,9,6,8
34,female,master,medium,married,0.1,6,9,13
32,male,master,medium,married,0.4,9,5,12
35,female,bachelor,medium,married,0.1,9,6,11
37,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,9,6,3
32,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,6,13,8
32,other,master,medium,single,0.3,9,13,5
35,female,master,medium,married,0.1,6,13,9
35,female,master,medium,married,-0.1,6,8,13
36,female,master,medium,married,0.1,9,13,15
37,female,master,medium,married,0.1,8,13,6
35,female,master,medium,married,-0.2,9,6,13
37,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,6,13,9
35,female,master,medium,married,0.1,9,8,6
32,female,master,medium,married,-0.3,11,4,10
35,male,PhD,high,married,0.1,6,13,9
35,female,master,medium,married,0.3,9,6,3
36,female,master,medium,married,0.1,10,6,13
35,female,master,medium,married,0.1,9,8,6
35,female,master,medium,married,0.1,9,6,8
37,female,master,medium,married,0.1,9,8,6
32,female,master,medium,married,0.3,9,6,14
35,male,master,medium,married,0.3,9,13,8
32,female,master,medium,married,-0.2,6,4,9
35,female,master,medium,married,0.1,9,8,6
35,female,master,medium,married,0.3,4,9,13
35,female,master,medium,married,0.1,10,6,13
36,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,-0.2,10,6,9
35,male,master,medium,married,0.3,9,13,8
34,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,9,6,8
32,male,master,medium,married,0.1,6,8,9
35,other,master,medium,divorced,0.1,9,5,13
35,male,bachelor,medium,married,0.1,9,8,6
35,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,-0.3,6,13,9
35,female,master,medium,married,-0.2,13,8,6
32,female,master,medium,married,0.1,6,9,8
35,female,master,medium,married,0.3,9,13,3
35,male,master,medium,married,0.3,4,12,15
31,female,bachelor,medium,married,0.1,13,3,10
32,female,master,medium,married,0.1,9,6,13
36,other,master,medium,single,0.1,9,4,10
35,female,master,medium,married,-0.2,6,11,15
35,female,master,medium,married,0.3,9,6,13
35,female,master,medium,married,0.1,8,13,6
38,female,master,medium,married,0.3,10,5,14
35,female,master,medium,married,-0.3,6,9,8
32,female,master,medium,married,0.1,9,14,6
32,female,master,medium,married,0.1,10,6,8
32,female,master,medium,married,0.1,10,6,13
32,female,master,medium,married,0.1,9,6,12
32,female,master,medium,married,0.1,9,13,6
42,female,master,high,married,-0.3,7,9,14
32,female,master,medium,married,0.1,6,9,13
36,female,master,medium,married,0.3,9,6,8
35,female,master,medium,married,0.2,9,8,6
36,female,master,medium,married,0.1,9,13,6
37,female,master,medium,married,-0.2,6,13,9
36,female,master,medium,married,0.4,9,13,6
36,female,master,medium,married,-0.2,6,9,13
34,male,master,medium,married,0.1,9,8,6
42,female,master,medium,married,0.1,9,6,13
37,female,master,medium,married,0.3,6,9,13
36,other,master,medium,single,0.5,9,12,3
36,female,master,medium,married,-0.2,10,8,13
34,male,master,medium,married,0.1,9,6,15
34,female,master,medium,married,0.1,9,8,13
35,male,master,medium,married,0.1,9,8,6
34,other,bachelor,medium,married,0.1,9,6,13
34,female,master,medium,married,-0.2,6,8,15
37,female,master,medium,married,0.1,9,13,8
34,female,master,medium,married,-0.2,9,6,14
35,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,9,16,8
35,female,master,medium,married,0.1,10,9,6
34,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.0,6,9,13
35,female,master,medium,married,-0.3,6,8,9
35,female,master,medium,married,0.3,9,4,13
35,female,master,medium,married,0.1,9,6,3
35,female,master,medium,married,0.1,11,9,15
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,4,13,6
34,female,master,medium,married,0.1,9,6,8
37,female,master,medium,married,0.3,9,4,11
35,female,master,medium,married,0.1,9,6,7
35,female,master,medium,married,0.1,9,6,13
34,female,bachelor,medium,married,0.3,9,6,13
34,female,bachelor,medium,married,0.1,9,6,13
37,female,master,medium,married,0.3,9,6,4
34,female,master,medium,married,0.1,6,9,8
35,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,0.0,12,9,11
37,female,master,medium,married,0.2,9,11,15
34,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,10,6,9
32,female,master,medium,married,-0.3,10,6,8
35,female,master,medium,married,0.1,6,13,8
34,female,master,medium,married,0.3,9,6,4
35,female,master,medium,married,0.1,6,8,13
32,male,master,medium,married,0.1,9,4,10
29,female,master,medium,single,0.2,9,6,8
32,female,bachelor,medium,married,-0.2,6,9,13
35,male,master,medium,married,0.1,4,9,11
32,female,master,medium,married,-0.3,6,13,8
36,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,8,9,6
32,male,master,medium,married,0.1,9,13,8
34,female,master,medium,married,0.1,9,3,11
32,other,master,medium,single,0.1,9,4,11
36,male,master,medium,married,0.3,11,6,9
35,female,master,medium,married,-0.2,8,13,6
37,female,master,medium,divorced,0.3,9,15,11
35,female,master,medium,married,0.1,9,4,3
34,female,master,medium,married,-0.3,9,4,11
32,female,master,medium,married,0.1,9,6,3
35,female,master,medium,married,0.1,9,15,6
35,male,bachelor,medium,married,0.1,6,13,8
35,female,master,medium,married,0.4,9,6,7
35,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,-0.2,9,6,8
37,female,master,medium,married,0.2,9,8,13
38,female,master,medium,married,0.1,9,10,6
32,female,master,medium,married,0.1,6,9,8
35,female,master,medium,married,0.1,6,9,13
37,female,master,medium,married,0.1,8,9,6
35,female,master,medium,married,0.2,9,6,13
35,female,master,medium,married,-0.3,6,13,8
32,female,master,medium,single,0.1,9,6,8
35,male,master,medium,married,0.3,9,11,8
35,female,master,medium,married,0.1,6,9,8
32,female,master,medium,single,-0.3,6,9,8
34,male,master,medium,married,0.1,9,6,14
36,male,bachelor,medium,married,0.1,6,9,8
35,female,master,medium,married,0.3,9,4,13
34,female,master,medium,married,0.1,9,6,11
32,female,master,medium,married,0.1,9,6,13
36,female,master,medium,married,0.1,10,6,9
36,female,master,medium,married,0.3,9,4,12
32,female,master,medium,single,0.5,4,9,11
35,female,master,medium,divorced,0.3,9,13,6
35,male,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.3,9,8,3
35,male,master,medium,married,0.3,9,8,6
32,female,bachelor,medium,married,0.1,9,4,13
34,female,master,medium,married,0.3,9,3,11
35,female,master,medium,married,0.1,6,9,14
32,female,master,medium,married,-0.3,6,10,11
34,female,master,medium,married,0.1,9,6,14
35,male,master,medium,married,0.1,9,6,8
34,female,master,medium,single,0.1,6,9,15
35,female,master,medium,married,0.1,9,6,8
34,female,master,medium,married,0.1,9,13,8
35,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.1,6,9,8
32,female,master,medium,married,0.3,10,9,6
32,other,master,medium,single,0.1,9,14,6
35,other,master,medium,single,0.6,9,4,11
34,male,master,medium,married,0.3,9,4,11
32,male,master,medium,divorced,-0.3,12,9,7
35,male,master,medium,married,-0.3,4,5,12
32,female,master,medium,married,-0.2,6,3,13
35,male,master,medium,married,0.1,9,6,11
35,female,master,medium,married,0.1,9,6,13
37,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,9,8,6
36,male,bachelor,medium,married,0.3,9,13,8
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,6,8,13
35,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,6,9,13
34,female,master,medium,married,0.1,9,8,13
37,female,master,medium,married,0.1,9,6,8
32,female,master,medium,married,0.1,6,13,8
35,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.3,9,13,8
37,female,master,medium,married,0.1,9,6,13
35,female,bachelor,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,9,3,11
34,female,master,medium,married,0.1,11,9,6
35,female,master,medium,married,0.1,9,6,13
34,male,bachelor,medium,married,0.1,9,13,8
35,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.0,6,8,9
32,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,-0.2,9,8,6
32,female,master,medium,married,-0.3,9,6,13
35,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.0,6,8,13
35,female,bachelor,medium,married,0.1,6,3,12
35,female,master,medium,married,0.2,6,13,8
32,male,master,medium,married,0.1,9,10,8
34,female,master,medium,married,0.2,6,9,13
32,male,master,medium,married,0.3,9,4,11
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.5,4,9,13
35,male,master,medium,married,0.1,4,9,13
37,male,master,medium,married,0.1,9,6,13
38,female,master,medium,divorced,0.1,9,13,6
37,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,10,9,8
35,female,master,medium,married,-0.3,10,6,15
35,female,master,medium,married,0.1,10,6,9
37,female,master,medium,married,-0.2,9,13,8
35,female,master,medium,married,0.1,9,13,6
34,female,master,medium,married,0.1,9,8,6
32,female,master,medium,married,0.1,9,13,8
32,female,master,medium,married,0.3,9,4,6
35,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.4,12,9,15
35,female,master,medium,married,0.3,9,5,13
32,female,master,medium,married,-0.2,6,9,13
35,female,master,medium,married,-0.3,10,6,9
32,female,master,medium,married,0.2,9,6,13
35,female,master,medium,married,0.1,13,10,6
32,female,master,medium,married,0.1,10,6,14
32,female,master,medium,married,0.1,10,6,9
34,female,master,medium,married,-0.1,6,4,13
35,female,master,medium,married,0.1,6,9,13
34,female,master,medium,single,0.1,9,6,10
39,female,master,medium,married,-0.2,9,13,6
33,female,master,medium,married,0.1,6,9,8
35,female,master,medium,married,0.1,4,9,6
32,male,master,medium,married,0.3,9,4,11
32,female,master,medium,married,0.1,6,9,8
34,female,master,medium,married,0.1,9,6,13
35,male,master,medium,married,0.1,9,6,8
34,female,master,medium,married,0.1,9,13,7
42,male,master,medium,married,0.1,10,6,13
35,female,master,medium,married,0.1,6,13,9
32,female,master,medium,married,0.3,9,13,6
35,female,master,medium,married,0.3,8,9,6
32,female,master,medium,married,0.2,13,6,9
32,female,master,medium,married,0.0,6,13,8
37,female,master,medium,married,0.4,9,4,12
37,female,master,medium,married,0.1,13,9,6
35,female,master,medium,married,0.1,6,9,11
35,female,master,medium,married,0.1,6,13,9
34,male,bachelor,medium,married,0.1,9,3,11
37,female,master,medium,married,0.1,9,6,13
38,female,master,medium,married,0.3,9,4,11
34,female,master,medium,married,0.3,9,13,8
32,female,master,medium,married,0.1,9,6,8
35,female,bachelor,medium,married,0.3,4,13,8
32,female,master,medium,married,0.1,6,9,13
39,female,master,medium,married,0.1,6,8,13
36,female,master,medium,married,0.1,6,13,8
35,female,master,medium,married,0.1,6,13,9
34,female,master,medium,married,0.3,9,6,13
35,female,master,medium,married,0.3,15,9,6
37,female,master,medium,married,0.0,6,8,13
32,female,master,medium,married,0.1,6,8,9
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,married,0.1,9,6,14
37,female,master,medium,married,0.1,6,10,13
35,male,master,medium,married,0.1,9,5,13
35,female,master,medium,married,0.1,9,8,6
34,male,bachelor,medium,married,0.1,13,9,8
32,male,bachelor,medium,married,0.3,9,8,1
35,female,master,medium,married,0.1,6,3,12
34,female,master,medium,married,0.1,9,13,8
35,male,master,medium,married,0.1,9,6,8
34,female,master,medium,married,0.1,9,6,8
35,female,master,medium,divorced,0.2,6,13,9
36,female,master,medium,married,0.1,9,6,7
32,female,master,medium,married,-0.3,6,13,9
34,female,master,medium,married,0.1,8,13,9
42,female,master,medium,married,0.2,6,13,14
32,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,6,13,9
36,female,master,medium,married,-0.2,6,9,8
32,male,bachelor,medium,married,0.1,9,8,6
35,female,master,medium,married,0.1,10,6,13
34,female,master,medium,married,0.1,8,9,6
34,female,master,medium,married,0.1,10,13,15
32,female,master,medium,married,0.3,9,7,13
35,female,master,medium,married,0.1,9,13,6
35,female,master,medium,married,0.1,9,8,6
35,male,master,medium,married,0.1,8,6,9
34,female,master,medium,married,0.1,9,8,13
35,female,master,medium,married,0.1,6,8,13
32,female,master,medium,married,-0.3,6,9,13
39,female,master,medium,married,0.1,9,6,14
32,female,master,medium,married,0.1,8,4,13
35,female,master,high,married,0.3,9,12,7
32,other,master,medium,single,0.4,9,4,11
35,female,master,medium,married,0.1,9,6,8
35,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,13,6,8
35,male,master,medium,married,0.1,9,3,11
35,female,master,medium,married,0.3,4,9,15
35,female,master,medium,married,0.1,6,8,15
35,male,master,medium,married,0.1,9,3,11
37,male,master,medium,married,0.1,10,6,15
35,female,master,medium,married,0.1,9,6,13
35,other,master,medium,married,0.1,4,9,12
32,female,master,medium,single,0.3,9,13,8
35,female,master,medium,married,0.1,9,6,13
37,female,master,medium,married,0.1,9,13,6
36,female,master,medium,married,0.1,10,9,6
36,female,master,medium,married,0.3,9,13,8
38,female,master,medium,single,0.3,9,4,11
35,female,master,medium,married,0.1,6,9,13
35,female,master,medium,married,0.1,9,13,6
32,female,master,medium,single,0.3,4,13,6
42,male,master,high,married,0.1,9,6,14
35,female,bachelor,medium,married,0.1,8,6,13
35,male,master,medium,married,0.1,13,6,9
32,female,master,medium,married,0.1,9,8,6
37,female,master,medium,divorced,0.1,6,9,13
34,female,master,medium,married,0.1,10,9,6
32,female,master,medium,married,0.1,13,9,6
35,female,master,medium,married,0.1,6,8,13
34,female,master,medium,married,0.1,9,8,13
34,female,bachelor,medium,married,0.1,6,9,8
35,female,master,medium,married,0.1,13,9,16
35,female,master,medium,married,0.3,9,6,13
35,female,master,medium,married,0.1,15,11,12
32,female,master,medium,married,0.3,9,6,13
38,female,master,medium,married,0.1,6,13,9
32,female,master,medium,married,0.1,10,13,6
35,male,master,medium,married,0.3,12,4,6
32,female,master,medium,married,-0.2,9,6,8
35,female,master,medium,married,0.1,10,6,13
32,female,master,medium,married,-0.3,9,6,13
34,female,master,medium,married,0.1,13,6,9
37,female,master,medium,married,0.1,9,6,13
32,female,master,medium,married,0.1,9,8,6
35,female,master,medium,married,0.3,13,9,8
35,female,master,medium,married,0.1,10,6,9
32,female,master,medium,single,-0.2,8,6,13
37,female,master,medium,married,0.4,4,13,9
32,female,master,medium,married,0.1,6,13,9
32,female,master,medium,married,0.1,9,8,6
32,female,master,medium,married,0.3,9,4,11
35,female,master,medium,married,0.1,9,6,13
36,female,master,medium,married,0.3,9,6,8
34,female,master,medium,married,0.1,9,8,6
36,female,master,medium,married,-0.2,13,8,9
35,female,master,medium,married,0.1,9,6,13
34,female,master,medium,married,0.1,10,13,4
34,female,master,medium,married,-0.2,6,8,9
32,female,PhD,medium,married,0.3,9,4,11
32,male,master,medium,married,-0.2,9,6,8
32,other,master,medium,single,0.4,9,4,11
35,female,master,medium,married,0.1,9,13,8
42,female,master,medium,divorced,-0.3,6,9,13
35,female,master,medium,married,0.6,9,2,13
35,female,master,medium,married,0.1,9,6,13
35,female,master,medium,single,0.1,13,14,6
