age,gender,education,income,marital_status,risk_preference,preference_1,preference_2,preference_3
36,female,bachelor,medium,married,-0.45,13,10,6
42,male,master,medium,married,-0.97,6,10,13
31,male,high school,medium,single,-1.0,10,1,6
30,male,high school,medium,married,-1.0,10,13,6
22,male,bachelor,medium,single,0.77,9,10,6
30,female,PhD,high,single,-0.18,6,10,8
56,female,master,medium,married,0.04,10,6,13
43,female,high school,high,divorced,-1.0,10,6,14
57,female,master,high,married,0.33,1,10,6
61,male,master,high,married,-0.1,6,10,13
36,female,bachelor,high,married,-0.49,10,6,13
21,male,high school,medium,single,0.48,9,11,15
53,female,bachelor,high,divorced,0.5,6,10,5
78,male,bachelor,medium,divorced,0.82,6,10,14
71,female,bachelor,high,married,-0.12,6,13,10
28,male,master,high,married,-0.56,6,10,13
48,male,PhD,medium,divorced,-0.38,6,10,8
33,female,master,low,married,-0.25,6,13,10
39,female,PhD,medium,married,-0.57,6,10,8
35,male,bachelor,high,married,-0.01,10,13,6
65,female,high school,medium,married,0.34,6,13,10
45,female,bachelor,high,married,-0.65,6,13,10
31,male,bachelor,medium,married,0.16,10,6,13
20,female,bachelor,low,single,-0.07,8,6,10
44,female,bachelor,high,divorced,0.05,10,6,8
28,male,high school,medium,married,-0.62,10,6,13
42,female,bachelor,high,married,-0.88,6,13,10
58,other,bachelor,medium,single,0.38,6,14,8
27,female,master,medium,single,-0.12,6,1,10
25,male,master,medium,single,0.53,6,8,10
60,female,master,high,single,-0.56,6,5,10
52,male,bachelor,medium,married,-0.26,10,6,13
38,male,high school,high,married,-0.32,10,6,14
22,female,bachelor,high,married,-1.0,10,6,13
27,female,master,medium,married,-0.01,10,6,5
22,female,master,high,single,-0.65,1,6,8
45,male,bachelor,high,widowed,-0.2,6,10,8
31,male,bachelor,medium,widowed,1.0,6,2,10
24,female,high school,medium,married,-0.89,10,13,6
35,female,high school,medium,married,0.18,10,13,6
49,female,master,medium,married,0.67,10,6,13
45,female,bachelor,high,single,-0.03,6,10,1
50,male,bachelor,low,married,-0.34,10,6,13
57,male,high school,medium,married,0.06,13,10,8
44,female,bachelor,medium,married,0.35,13,10,6
47,female,master,medium,married,0.61,6,13,10
25,male,bachelor,high,widowed,-0.4,6,10,8
40,male,master,medium,divorced,0.51,6,10,14
70,female,bachelor,high,divorced,-1.0,10,6,2
44,male,bachelor,medium,married,0.11,6,10,13
41,male,PhD,medium,married,-0.6,6,10,14
21,male,high school,medium,divorced,-0.07,6,10,14
44,female,high school,high,married,0.94,13,10,6
39,female,bachelor,medium,married,0.13,6,13,10
29,female,high school,high,single,-0.18,9,10,6
18,female,master,high,single,0.4,6,10,8
35,male,master,medium,divorced,0.28,6,10,8
37,female,high school,medium,married,-0.49,13,10,6
24,female,high school,medium,single,0.74,9,6,13
36,female,high school,medium,single,-0.76,1,10,6
40,male,high school,high,divorced,1.0,10,6,13
26,male,high school,medium,single,0.56,6,14,10
27,female,high school,medium,divorced,-0.21,13,10,6
26,male,bachelor,medium,single,-0.06,6,8,14
36,male,high school,high,married,-0.71,10,13,8
49,male,bachelor,medium,married,-0.79,10,6,13
35,male,master,high,single,-0.09,1,6,8
39,female,bachelor,high,single,-0.58,6,5,1
22,male,master,medium,married,0.16,6,10,13
57,female,bachelor,low,single,0.49,6,10,3
25,male,high school,high,single,-0.04,2,6,10
22,female,high school,medium,single,0.36,13,15,6
43,female,bachelor,high,married,0.69,10,13,6
54,male,high school,low,married,0.56,10,3,13
35,male,bachelor,medium,married,-0.44,10,13,6
39,male,master,medium,married,-0.38,6,10,13
27,male,bachelor,medium,single,-0.66,4,6,10
45,male,bachelor,high,single,-0.7,5,6,1
67,female,bachelor,medium,married,-0.88,13,10,6
32,male,PhD,high,married,-0.57,6,1,10
62,female,high school,high,married,0.87,1,10,13
49,other,master,medium,married,0.41,10,6,13
31,male,high school,medium,married,-0.27,6,13,10
41,male,bachelor,medium,married,-1.0,6,10,13
25,male,high school,medium,single,0.11,9,10,15
68,male,master,medium,single,-0.06,6,8,10
24,female,bachelor,low,married,0.35,13,6,15
33,female,PhD,medium,married,-0.59,6,10,13
44,male,bachelor,medium,married,0.65,10,13,6
31,male,master,medium,single,0.3,6,10,8
44,male,bachelor,medium,married,-1.0,10,6,13
30,female,bachelor,high,married,-0.03,13,6,10
54,male,PhD,medium,divorced,-0.84,6,10,8
29,female,PhD,high,single,0.93,6,10,2
43,male,PhD,high,divorced,-0.03,6,5,1
22,male,PhD,medium,single,-0.92,6,2,14
43,male,master,medium,single,-0.43,6,10,8
69,male,master,low,divorced,-0.31,6,10,12
35,male,bachelor,medium,single,0.46,10,6,9
61,male,master,medium,single,-0.55,6,8,10
65,male,high school,medium,divorced,0.16,10,13,6
23,male,high school,low,single,-0.08,3,11,15
31,male,master,low,married,0.01,10,6,13
24,male,master,high,single,0.37,6,10,2
41,female,master,medium,married,0.83,10,6,13
31,male,bachelor,high,married,-0.33,8,13,6
31,female,bachelor,high,married,0.28,6,10,13
27,male,bachelor,high,single,-0.0,6,2,10
59,female,high school,medium,divorced,0.36,10,6,13
28,other,master,medium,single,0.52,6,8,10
25,female,master,low,married,0.04,10,13,6
58,male,bachelor,high,married,-0.39,10,6,13
45,male,bachelor,medium,married,-0.59,10,6,13
30,male,bachelor,medium,married,-0.31,10,6,8
21,male,master,high,single,-0.17,5,6,10
26,male,master,medium,widowed,-1.0,5,2,10
47,male,bachelor,high,married,0.18,10,13,6
46,female,high school,high,divorced,-0.12,6,10,13
23,female,bachelor,high,single,-0.39,6,10,8
43,male,high school,medium,single,0.15,10,6,14
18,male,high school,high,single,0.76,1,9,5
54,female,bachelor,high,single,-0.02,6,5,1
61,male,high school,medium,married,-0.25,10,6,13
34,male,master,low,married,0.56,13,6,10
55,male,bachelor,medium,married,0.38,6,10,13
37,male,high school,high,married,0.33,13,10,6
38,male,high school,medium,married,0.07,13,10,6
57,female,PhD,medium,divorced,0.32,6,10,8
51,male,bachelor,high,widowed,0.05,10,8,6
57,male,master,medium,divorced,0.22,6,10,5
25,male,bachelor,medium,single,-0.5,6,10,14
57,female,master,medium,divorced,-0.19,10,6,1
22,female,bachelor,low,married,-0.23,10,6,13
22,female,bachelor,high,married,-0.13,13,6,10
42,female,bachelor,medium,single,-0.05,10,6,8
25,male,PhD,high,widowed,0.05,1,5,10
58,female,high school,high,married,-1.0,10,6,13
65,male,master,medium,divorced,-0.29,6,8,10
32,female,master,medium,married,-1.0,13,10,6
53,female,high school,medium,single,-0.82,6,13,10
29,male,bachelor,medium,single,0.32,6,10,14
20,female,bachelor,medium,single,-0.12,6,10,13
24,male,master,high,widowed,0.93,6,10,8
65,male,bachelor,medium,married,-0.25,6,10,13
52,male,high school,high,married,-0.29,10,6,13
22,female,bachelor,high,single,0.56,9,10,6
49,female,bachelor,medium,single,-0.05,6,10,15
49,male,bachelor,low,divorced,0.27,6,10,14
57,female,high school,medium,widowed,0.89,10,6,13
39,male,high school,medium,single,0.17,2,10,6
25,female,bachelor,medium,single,-0.17,6,10,13
29,male,bachelor,medium,married,-0.07,6,10,13
45,male,bachelor,medium,married,0.25,10,13,6
22,female,master,high,single,-0.91,6,10,8
23,male,bachelor,medium,married,-0.1,13,10,6
36,female,master,high,married,-0.23,6,10,13
60,male,bachelor,high,married,-0.54,10,6,5
27,male,high school,low,married,-0.98,10,13,6
24,male,bachelor,high,single,0.45,6,10,8
42,male,bachelor,medium,married,0.51,13,10,6
26,female,master,high,married,0.22,6,10,1
19,male,master,high,married,0.37,10,6,8
33,female,bachelor,medium,married,0.46,10,6,13
45,female,high school,medium,married,-1.0,10,6,14
54,female,bachelor,medium,married,-0.62,13,10,8
32,male,high school,low,widowed,-0.51,6,10,13
53,female,bachelor,medium,widowed,0.43,13,6,10
42,male,bachelor,medium,married,0.66,6,13,10
31,male,PhD,medium,single,0.12,6,4,10
53,male,bachelor,high,married,-0.07,10,6,13
36,female,bachelor,high,married,0.26,6,13,10
51,female,high school,medium,married,0.77,13,10,15
25,female,bachelor,medium,single,0.38,6,10,3
49,other,high school,low,married,0.41,10,13,6
58,male,high school,high,divorced,1.0,2,6,10
38,female,bachelor,medium,widowed,-0.02,13,6,10
60,female,bachelor,medium,divorced,-0.06,6,8,10
44,male,bachelor,medium,married,0.12,13,10,6
56,male,high school,medium,married,-0.09,13,10,6
37,male,master,medium,married,-0.84,6,13,10
38,male,master,high,married,-0.04,6,13,10
39,female,bachelor,low,divorced,-0.14,6,10,13
38,male,bachelor,medium,married,-0.71,6,13,10
22,male,bachelor,medium,single,0.27,9,6,10
44,female,bachelor,high,single,-0.21,2,6,10
27,female,bachelor,medium,widowed,-0.04,10,13,6
64,male,PhD,medium,married,-0.52,6,10,13
20,male,PhD,high,single,-0.33,2,6,10
31,male,bachelor,high,married,-0.22,10,6,13
25,female,bachelor,high,single,-0.11,6,1,10
27,female,bachelor,low,single,0.75,6,15,13
42,female,bachelor,medium,single,0.04,6,10,8
39,female,high school,low,widowed,0.07,10,13,6
18,male,master,medium,single,-0.09,6,10,14
65,male,bachelor,high,single,0.36,6,5,8
39,male,high school,medium,single,0.25,6,10,13
22,male,bachelor,medium,single,-1.0,1,5,14
36,male,high school,high,married,-1.0,10,6,13
59,male,master,medium,married,0.44,6,14,10
52,male,high school,medium,married,-0.66,13,6,10
46,female,bachelor,medium,single,-0.31,10,6,14
37,male,master,high,married,-0.21,6,10,13
27,male,high school,high,single,-0.39,6,10,8
61,female,bachelor,medium,divorced,0.57,10,6,13
33,male,bachelor,medium,married,-0.08,6,10,13
65,female,high school,medium,married,0.28,10,13,6
38,male,high school,medium,divorced,-0.48,10,9,13
38,female,bachelor,medium,married,0.41,13,10,6
60,male,master,medium,married,-0.21,6,13,10
49,male,bachelor,medium,married,0.17,10,6,13
80,male,bachelor,medium,single,-0.65,10,6,8
54,male,master,low,single,-0.0,6,1,8
50,male,bachelor,high,married,-0.17,10,6,1
51,male,master,medium,widowed,0.83,6,10,13
34,female,master,medium,married,-0.19,10,13,6
59,female,high school,medium,single,0.0,10,6,1
38,female,bachelor,medium,married,0.17,13,10,6
66,female,high school,medium,married,-0.96,6,13,10
50,male,bachelor,medium,single,0.17,6,14,10
58,female,high school,low,single,-0.63,6,10,8
38,female,high school,high,married,0.29,13,10,6
39,male,bachelor,high,married,-0.0,10,6,13
59,male,PhD,medium,single,0.39,6,10,8
63,female,bachelor,high,married,-0.07,6,10,13
36,male,bachelor,medium,single,-0.39,6,10,8
41,female,high school,medium,married,0.53,6,13,10
28,female,bachelor,medium,single,-0.83,10,6,14
26,male,high school,medium,single,-0.85,6,12,10
43,female,high school,medium,married,-0.6,10,6,13
29,male,high school,medium,single,-0.04,6,10,14
37,male,PhD,medium,married,0.15,10,6,2
35,female,bachelor,high,married,0.15,10,13,6
19,male,bachelor,medium,single,0.23,9,10,6
20,male,bachelor,medium,widowed,-0.09,10,6,14
65,female,bachelor,medium,single,-0.26,10,6,5
24,female,high school,medium,married,-0.16,13,10,6
32,female,high school,medium,married,0.07,13,10,6
24,male,master,high,married,0.64,6,10,13
35,male,bachelor,medium,single,0.83,6,9,10
25,male,high school,medium,single,0.25,9,10,3
23,male,master,medium,single,-0.82,6,10,3
74,male,master,high,divorced,-0.58,6,8,10
25,male,bachelor,medium,single,0.48,9,6,10
29,male,high school,medium,divorced,-0.97,6,5,8
25,female,high school,high,married,-0.7,13,10,6
24,male,bachelor,low,single,0.66,6,10,4
48,female,master,low,married,0.93,10,6,13
21,female,bachelor,medium,married,-0.76,13,10,6
30,female,master,medium,divorced,-0.23,6,10,8
18,female,high school,medium,widowed,-0.62,13,10,6
26,male,bachelor,medium,married,-0.71,13,10,6
21,female,master,medium,married,-0.49,6,10,13
41,male,bachelor,medium,married,0.13,10,6,13
37,female,bachelor,medium,married,-0.32,6,13,10
76,female,master,high,single,-0.81,6,10,1
37,male,bachelor,medium,single,-0.8,1,5,10
38,female,master,low,married,-0.41,6,10,14
38,male,high school,medium,widowed,-0.35,6,10,14
37,male,bachelor,medium,married,-0.4,13,10,6
20,female,high school,medium,married,0.42,13,10,6
40,female,bachelor,high,single,1.0,6,8,10
70,male,bachelor,high,single,-0.06,6,5,10
30,male,bachelor,medium,divorced,1.0,2,6,13
25,female,bachelor,low,widowed,0.43,4,6,10
27,female,high school,low,married,-0.56,13,6,10
25,female,bachelor,low,single,-0.36,6,10,3
47,male,master,medium,single,-0.31,6,10,1
40,male,high school,medium,divorced,0.23,6,13,10
50,female,master,high,married,-0.95,8,10,6
26,male,master,medium,single,0.47,10,9,6
40,female,high school,high,married,-0.61,13,10,6
32,female,PhD,medium,married,-0.4,6,13,10
36,female,master,high,divorced,0.09,6,8,10
31,male,bachelor,medium,married,0.05,10,13,3
35,female,bachelor,medium,married,-0.48,13,10,6
75,male,bachelor,high,married,1.0,10,6,8
23,male,bachelor,high,single,-0.36,6,10,8
47,male,master,medium,divorced,-0.82,8,10,6
51,male,master,low,single,-0.08,10,6,14
33,male,high school,medium,married,-0.29,6,10,13
64,female,PhD,medium,single,0.13,6,10,8
67,male,PhD,medium,married,-1.0,6,10,5
33,female,bachelor,high,single,-0.36,6,10,13
61,male,master,high,married,-0.95,10,6,5
58,female,bachelor,low,married,0.68,10,13,8
26,female,bachelor,medium,single,0.01,6,10,13
53,female,bachelor,medium,married,0.22,13,10,6
65,male,bachelor,medium,married,-0.39,10,6,13
36,male,high school,medium,married,-0.37,10,13,15
46,male,bachelor,high,widowed,0.54,6,10,8
21,female,high school,high,single,0.43,6,10,8
40,female,bachelor,medium,divorced,-0.66,6,10,13
39,female,bachelor,medium,married,-0.04,6,10,13
80,female,bachelor,medium,married,-0.1,10,6,13
25,female,bachelor,medium,single,0.12,13,10,15
53,female,bachelor,high,divorced,-0.66,6,10,5
62,male,bachelor,high,single,-0.12,6,10,5
23,female,high school,high,single,-0.78,6,8,10
40,female,high school,medium,married,0.05,13,10,14
47,female,master,high,widowed,-0.07,6,8,10
18,male,bachelor,high,single,-0.34,1,10,6
41,male,high school,medium,divorced,-0.67,10,6,8
24,male,bachelor,medium,single,0.35,6,10,15
26,male,high school,medium,married,-0.18,10,6,13
27,other,bachelor,medium,single,0.75,10,6,9
61,male,master,medium,married,-0.64,10,6,13
38,female,bachelor,medium,married,-0.12,13,10,6
37,female,high school,medium,married,0.42,13,10,6
20,male,high school,medium,single,-0.68,6,13,15
34,male,master,medium,divorced,0.1,6,10,1
24,male,bachelor,high,single,-0.1,6,2,10
37,female,bachelor,high,divorced,0.24,6,13,8
63,female,high school,high,married,-0.21,13,6,10
21,male,bachelor,medium,married,-0.06,13,6,10
42,female,bachelor,medium,married,-1.0,13,10,6
42,male,bachelor,medium,married,-0.51,10,6,13
28,female,high school,high,single,-0.36,6,3,14
20,female,master,medium,single,-0.24,6,10,14
38,female,high school,medium,married,-0.64,13,10,6
39,female,bachelor,high,married,0.14,10,6,13
33,male,high school,medium,divorced,-0.33,10,6,14
26,male,bachelor,medium,single,0.82,9,6,15
43,male,high school,medium,divorced,0.49,10,6,13
34,female,bachelor,high,married,-0.73,13,6,10
38,male,master,medium,married,0.96,6,10,13
70,female,bachelor,high,divorced,-0.46,10,8,6
25,male,PhD,medium,single,-0.35,6,1,5
53,male,PhD,high,married,-0.59,10,8,6
34,female,high school,medium,married,-0.31,13,10,6
52,male,high school,medium,married,0.2,10,13,6
51,male,bachelor,high,married,-0.23,6,10,13
51,male,bachelor,medium,widowed,-0.69,6,10,14
26,male,master,medium,single,-0.71,6,10,8
39,female,bachelor,high,widowed,-0.49,6,8,10
18,male,bachelor,medium,single,-0.98,2,6,10
22,male,bachelor,high,single,0.43,6,10,8
69,female,bachelor,high,married,-0.32,10,6,13
38,male,bachelor,low,married,-0.45,10,6,14
32,male,bachelor,low,married,0.17,10,13,14
40,male,bachelor,medium,married,0.02,10,6,13
76,male,master,high,married,-0.21,5,10,6
43,female,high school,medium,single,-0.07,6,10,8
33,male,PhD,low,single,-0.09,6,2,4
52,male,master,high,married,-1.0,6,10,5
28,male,master,medium,single,0.1,6,10,8
26,female,high school,low,widowed,-0.55,6,10,14
42,female,bachelor,low,married,0.12,13,10,6
30,male,bachelor,medium,widowed,0.71,6,10,14
43,male,master,high,divorced,0.02,6,10,14
32,male,bachelor,high,married,-0.13,10,6,13
48,male,bachelor,medium,single,-0.06,6,10,8
40,female,master,medium,married,-0.04,6,10,13
29,female,bachelor,medium,single,0.04,6,10,8
22,female,high school,medium,single,-0.25,13,15,9
28,female,master,high,married,0.54,13,6,10
28,male,bachelor,medium,divorced,-0.41,4,6,10
54,female,master,medium,single,0.13,6,10,1
19,female,bachelor,medium,single,-0.32,9,6,10
23,female,bachelor,high,single,0.27,6,2,8
32,female,bachelor,medium,single,-0.08,6,10,8
53,female,high school,medium,single,-0.03,10,1,6
27,male,bachelor,medium,single,-0.16,6,10,14
41,female,master,medium,widowed,0.73,6,10,8
36,male,high school,medium,married,-0.01,13,10,6
47,female,high school,medium,divorced,-0.16,10,13,14
26,male,bachelor,medium,single,0.01,10,6,2
34,male,bachelor,medium,single,-0.4,10,8,6
31,female,bachelor,high,married,-0.3,6,10,13
70,male,bachelor,medium,married,0.51,6,10,13
58,male,bachelor,medium,married,-0.59,10,6,13
41,male,bachelor,low,married,0.18,10,6,13
26,female,master,high,single,-0.05,6,10,8
38,male,bachelor,high,married,-0.26,6,13,10
48,female,master,medium,married,-0.69,13,10,6
38,female,high school,medium,single,-0.55,10,6,13
38,female,high school,high,married,-0.57,13,6,10
53,female,master,medium,single,-0.1,6,1,10
47,male,bachelor,medium,single,0.23,6,10,14
33,male,master,medium,single,0.05,6,10,2
47,male,bachelor,medium,married,-0.43,6,13,10
21,female,bachelor,high,married,-0.09,13,10,1
43,male,bachelor,medium,divorced,0.03,6,10,14
28,female,bachelor,high,single,-0.7,10,6,8
27,female,master,medium,single,-0.18,6,10,14
50,male,bachelor,medium,divorced,-0.1,6,10,5
52,female,high school,medium,divorced,0.36,10,6,13
73,male,high school,medium,married,0.76,10,6,13
38,male,high school,medium,widowed,0.16,10,6,13
20,male,high school,medium,married,0.1,13,10,6
35,male,high school,medium,married,0.76,13,10,6
31,male,PhD,high,married,-0.04,6,10,8
29,male,high school,high,married,0.07,10,6,13
23,female,PhD,medium,single,-0.69,6,10,1
23,female,bachelor,medium,single,-0.57,10,6,13
39,male,bachelor,high,married,-0.16,10,6,1
21,female,high school,high,single,0.78,6,13,9
18,male,high school,medium,single,0.15,9,15,1
38,male,high school,medium,married,0.66,13,10,6
46,male,high school,medium,divorced,0.59,13,6,10
27,male,master,high,married,0.22,6,10,13
49,female,high school,high,married,-1.0,10,13,6
24,female,bachelor,medium,single,0.76,6,10,15
35,male,high school,medium,single,-0.31,10,6,13
19,male,master,medium,single,-0.47,6,10,8
58,male,bachelor,medium,married,-0.82,10,6,1
25,male,bachelor,high,single,-0.06,6,2,10
71,male,high school,high,widowed,-0.55,5,10,6
26,male,master,medium,single,-0.22,6,8,10
30,female,high school,medium,single,0.88,13,15,6
28,male,bachelor,medium,married,-0.03,10,6,13
43,male,bachelor,medium,widowed,0.38,10,6,8
25,female,bachelor,medium,single,0.46,6,10,3
26,female,master,high,married,0.22,6,10,13
34,male,high school,medium,married,0.26,13,10,15
46,male,bachelor,high,married,0.39,13,10,6
19,female,master,medium,single,0.21,6,10,8
30,female,PhD,medium,married,0.62,6,13,10
68,female,bachelor,medium,married,0.09,10,6,13
44,female,bachelor,medium,married,1.0,6,13,10
27,female,PhD,medium,single,0.32,6,10,8
32,female,high school,high,single,-0.49,6,8,10
37,male,master,medium,single,0.01,6,10,1
33,male,bachelor,medium,single,0.23,10,6,8
50,female,bachelor,medium,divorced,-0.49,10,8,6
47,male,high school,medium,married,-0.5,13,14,10
55,female,master,medium,married,-0.04,13,10,6
33,male,PhD,medium,married,-0.94,10,6,1
65,female,high school,high,divorced,0.59,6,8,10
78,male,bachelor,high,divorced,-0.47,5,1,6
62,male,bachelor,medium,married,0.59,10,13,6
63,female,bachelor,medium,divorced,-0.12,10,6,13
25,female,master,medium,divorced,-0.03,6,10,8
76,female,master,high,married,-0.4,6,10,5
26,female,bachelor,high,single,-0.71,6,10,8
20,male,high school,medium,married,-0.39,13,10,6
45,female,bachelor,high,married,-0.35,6,10,13
38,male,master,medium,married,-0.81,6,10,13
45,male,master,medium,married,-0.04,10,6,13
21,female,master,low,single,0.06,6,2,10
33,male,bachelor,medium,divorced,0.5,6,10,8
29,male,bachelor,medium,single,-0.9,6,10,3
41,male,bachelor,high,divorced,1.0,1,5,6
35,female,bachelor,high,married,0.32,10,6,13
43,male,master,medium,married,-0.15,6,10,14
34,female,high school,medium,married,-0.58,10,13,6
27,female,bachelor,high,single,-0.09,6,10,5
47,female,high school,low,married,-0.07,13,10,6
29,male,bachelor,medium,single,-1.0,6,10,14
55,male,master,high,single,-0.14,5,6,1
45,male,bachelor,high,married,0.21,1,5,10
34,male,high school,medium,single,-1.0,10,8,14
58,male,master,medium,single,-0.09,6,10,14
37,female,bachelor,medium,married,-0.21,13,10,6
34,male,master,medium,married,0.09,6,13,10
46,female,master,medium,divorced,0.14,6,10,14
28,male,bachelor,medium,single,-0.43,6,2,10
34,male,high school,medium,married,0.12,10,13,6
35,male,bachelor,medium,married,0.35,10,13,6
31,male,master,medium,married,0.19,6,10,13
52,female,bachelor,high,divorced,-0.89,6,10,13
36,female,high school,medium,married,0.04,13,10,6
34,female,high school,low,widowed,-0.29,6,10,13
33,female,bachelor,medium,married,-0.76,13,10,6
43,female,bachelor,high,divorced,-0.15,1,10,5
31,female,master,high,married,0.18,6,10,13
37,male,PhD,medium,married,0.03,6,13,10
42,female,bachelor,medium,married,-1.0,6,13,10
42,female,high school,high,married,-0.73,10,13,6
25,male,bachelor,high,single,0.11,6,10,5
23,female,PhD,medium,single,-0.9,6,8,10
53,male,bachelor,medium,married,0.46,13,10,6
26,male,bachelor,low,single,0.12,6,10,15
23,male,master,low,single,0.44,6,1,10
37,female,master,medium,married,-0.64,6,13,10
21,female,high school,low,single,-0.01,6,13,10
27,male,master,medium,married,0.65,1,10,6
23,female,bachelor,medium,single,0.31,6,10,13
22,male,high school,high,single,0.26,13,9,15
40,male,bachelor,high,married,-0.15,10,6,8
56,male,master,low,single,0.25,6,10,1
36,female,master,high,married,-0.11,6,1,10
26,female,high school,medium,single,0.61,9,10,15
36,male,bachelor,medium,single,0.41,6,10,8
42,male,high school,low,widowed,0.47,10,1,6
73,female,master,high,single,0.53,6,10,8
